clinic_id,month,treated_clinic,post,did,wait_minutes,patient_volume,staff_count,region
C06,17,1,1,1,29.29,554.0,13,East
C06,18,1,1,1,27.89,628.0,15,East
C07,1,1,0,0,39.35,506.0,8,North
C07,2,1,0,0,40.22,451.0,8,North
C07,3,1,0,0,42.77,453.0,8,North
C07,4,1,0,0,40.9,505.0,9,North
C07,5,1,0,0,44.94,507.0,8,North
C07,6,1,0,0,42.38,562.0,7,North
C07,7,1,0,0,38.9,512.0,9,North
C07,8,1,0,0,41.34,589.0,9,North
C07,9,1,0,0,43.51,500.0,9,North
C07,10,1,1,1,37.88,552.0,9,North
C07,11,1,1,1,38.07,522.0,9,North
C07,12,1,1,1,39.26,562.0,9,North
C07,13,1,1,1,41.93,625.0,8,North
C07,14,1,1,1,41.2,599.0,8,North
C07,15,1,1,1,37.21,619.0,10,North
C07,16,1,1,1,40.8,507.0,9,North
C07,17,1,1,1,36.45,579.0,10,North
C07,18,1,1,1,36.98,593.0,8,North
C08,1,1,0,0,39.38,437.0,7,South
C08,2,1,0,0,35.96,471.0,9,South
C08,3,1,0,0,41.27,496.0,9,South
C08,4,1,0,0,42.86,434.0,7,South
C08,5,1,0,0,38.92,502.0,9,South
C08,6,1,0,0,44.41,488.0,8,South
C08,7,1,0,0,43.97,440.0,7,South
C08,8,1,0,0,42.85,551.0,9,South
C08,9,1,0,0,42.8,582.0,8,South
C08,10,1,1,1,36.06,569.0,10,South
C08,11,1,1,1,30.32,570.0,9,South
C08,12,1,1,1,31.74,603.0,9,South
C08,13,1,1,1,34.69,525.0,10,South
C08,14,1,1,1,41.34,581.0,9,South
C08,15,1,1,1,36.2,568.0,10,South
C08,16,1,1,1,43.4,617.0,8,South
C08,17,1,1,1,36.67,583.0,10,South
C08,18,1,1,1,40.41,540.0,8,South
C09,1,1,0,0,43.72,470.0,6,East
C09,2,1,0,0,38.97,497.0,8,East
C09,3,1,0,0,43.14,450.0,7,East
C09,4,1,0,0,44.01,508.0,7,East
C09,5,1,0,0,43.04,506.0,8,East
C09,6,1,0,0,44.31,499.0,8,East
C09,7,1,0,0,44.41,523.0,6,East
C09,8,1,0,0,46.61,599.0,8,East
C09,9,1,0,0,44.33,517.0,8,East
C09,10,1,1,1,39.96,554.0,9,East
C09,11,1,1,1,41.21,562.0,9,East
C09,12,1,1,1,40.17,614.0,9,East
C09,13,1,1,1,43.7,580.0,8,East
C09,14,1,1,1,40.37,521.0,8,East
C09,15,1,1,1,39.3,577.0,9,East
C09,16,1,1,1,41.39,568.0,8,East
C09,17,1,1,1,44.01,536.0,8,East
C09,18,1,1,1,37.29,566.0,9,East
C10,1,1,0,0,36.79,447.0,7,North
C10,2,1,0,0,38.64,463.0,6,North
C10,3,1,0,0,38.62,551.0,6,North
C10,4,1,0,0,39.13,429.0,7,North
C10,5,1,0,0,37.17,483.0,8,North
C10,6,1,0,0,42.77,507.0,7,North
C10,7,1,0,0,39.65,540.0,7,North
C10,8,1,0,0,42.72,558.0,7,North
C10,9,1,0,0,33.81,494.0,8,North
C10,10,1,1,1,29.42,526.0,8,North
C10,11,1,1,1,28.23,493.0,9,North
C10,12,1,1,1,27.11,524.0,9,North
C10,13,1,1,1,35.04,558.0,8,North
C10,14,1,1,1,32.52,595.0,9,North
C10,15,1,1,1,35.45,575.0,8,North
C10,16,1,1,1,37.81,553.0,7,North
C10,17,1,1,1,38.04,592.0,7,North
C10,18,1,1,1,34.4,610.0,8,North
C11,1,1,0,0,33.24,460.0,11,South
C11,2,1,0,0,32.39,453.0,11,South
C11,3,1,0,0,33.01,404.0,12,South
C11,4,1,0,0,35.93,514.0,11,South
C11,5,1,0,0,41.1,511.0,11,South
C11,6,1,0,0,36.82,486.0,11,South
C11,7,1,0,0,38.23,543.0,11,South
C11,8,1,0,0,42.6,563.0,13,South
C11,9,1,0,0,32.95,530.0,11,South
C11,10,1,1,1,27.49,501.0,13,South
C11,11,1,1,1,29.11,541.0,14,South
C11,12,1,1,1,29.47,584.0,12,South
C11,13,1,1,1,31.39,485.0,13,South
C11,14,1,1,1,33.82,610.0,12,South
C11,15,1,1,1,28.21,620.0,13,South
C11,16,1,1,1,27.81,532.0,14,South
C11,17,1,1,1,31.35,644.0,14,South
C11,18,1,1,1,33.06,591.0,14,South
C12,1,1,0,0,23.03,487.0,14,East
C12,2,1,0,0,27.45,417.0,14,East
C12,3,1,0,0,27.28,501.0,12,East
C12,4,1,0,0,26.74,464.0,12,East
C12,5,1,0,0,22.51,487.0,13,East
C12,6,1,0,0,27.51,508.0,13,East
C12,7,1,0,0,35.12,559.0,14,East
C12,8,1,0,0,29.1,409.0,13,East
C12,9,1,0,0,26.06,489.0,14,East
C12,10,1,1,1,17.53,493.0,15,East
C12,11,1,1,1,21.56,502.0,14,East
C12,12,1,1,1,19.64,541.0,15,East
C12,13,1,1,1,25.05,559.0,13,East
C12,14,1,1,1,22.9,589.0,14,East
C12,15,1,1,1,23.63,579.0,13,East
C12,16,1,1,1,25.56,610.0,13,East
C12,17,1,1,1,24.47,603.0,13,East
C12,18,1,1,1,24.19,609.0,15,East
C13,1,1,0,0,33.11,515.0,10,North
C13,2,1,0,0,35.82,458.0,9,North
C13,3,1,0,0,33.9,511.0,10,North
C13,4,1,0,0,34.31,517.0,11,North
C13,5,1,0,0,35.89,527.0,9,North
C13,6,1,0,0,35.39,480.0,9,North
C13,7,1,0,0,36.15,509.0,9,North
C13,8,1,0,0,37.42,535.0,9,North
C13,9,1,0,0,32.81,512.0,10,North
C13,10,1,1,1,26.77,482.0,12,North
C13,11,1,1,1,30.28,461.0,10,North
C13,12,1,1,1,29.9,501.0,10,North
C13,13,1,1,1,27.14,564.0,11,North
C13,14,1,1,1,32.59,595.0,11,North
C13,15,1,1,1,31.68,576.0,12,North
C13,16,1,1,1,33.06,614.0,10,North
C13,17,1,1,1,34.06,650.0,10,North
C13,18,1,1,1,33.03,635.0,11,North
C14,1,1,0,0,30.36,463.0,12,South
C14,2,1,0,0,29.95,446.0,14,South
C14,3,1,0,0,31.78,480.0,13,South
C14,4,1,0,0,37.66,549.0,12,South
C14,5,1,0,0,27.35,455.0,14,South
C14,6,1,0,0,30.47,520.0,13,South
C14,7,1,0,0,34.41,495.0,14,South
C14,8,1,0,0,30.21,587.0,14,South
C14,9,1,0,0,31.45,523.0,13,South
C14,10,1,1,1,24.32,473.0,14,South
C14,11,1,1,1,28.37,593.0,15,South
C14,12,1,1,1,27.83,537.0,14,South
C14,13,1,1,1,29.96,590.0,14,South
C14,14,1,1,1,30.24,563.0,14,South
C14,15,1,1,1,26.36,550.0,15,South
C14,16,1,1,1,30.71,529.0,13,South
C14,17,1,1,1,23.08,493.0,13,South
C14,18,1,1,1,25.7,568.0,13,South
C15,1,1,0,0,35.96,506.0,11,East
C15,2,1,0,0,28.33,458.0,13,East
C15,3,1,0,0,29.59,438.0,12,East
C15,4,1,0,0,29.39,484.0,13,East
C15,5,1,0,0,28.0,513.0,12,East
C15,6,1,0,0,31.81,524.0,13,East
C15,7,1,0,0,33.86,534.0,11,East
C15,8,1,0,0,26.53,538.0,13,East
C15,9,1,0,0,34.54,460.0,12,East
C15,10,1,1,1,21.89,481.0,14,East
C15,11,1,1,1,29.65,560.0,14,East
C15,12,1,1,1,26.08,519.0,12,East
C15,13,1,1,1,27.24,518.0,14,East
C15,14,1,1,1,29.73,637.0,12,East
C15,15,1,1,1,27.8,515.0,14,East
C15,16,1,1,1,25.36,553.0,13,East
C15,17,1,1,1,28.76,556.0,12,East
C15,18,1,1,1,30.89,563.0,13,East
C16,1,0,0,0,31.16,459.0,10,North
C16,2,0,0,0,30.89,439.0,10,North
C16,3,0,0,0,27.7,482.0,10,North
C16,4,0,0,0,33.02,417.0,8,North
C16,5,0,0,0,32.77,491.0,8,North
C16,6,0,0,0,26.88,472.0,10,North
C16,7,0,0,0,32.41,520.0,8,North
C16,8,0,0,0,36.66,503.0,8,North
C16,9,0,0,0,38.89,511.0,8,North
C16,10,0,1,0,37.93,479.0,10,North
C16,11,0,1,0,33.03,554.0,10,North
C16,12,0,1,0,32.42,550.0,9,North
C16,13,0,1,0,33.6,527.0,8,North
C16,14,0,1,0,31.01,518.0,10,North
C16,15,0,1,0,35.68,561.0,8,North
C16,16,0,1,0,37.26,523.0,10,North
C16,17,0,1,0,32.39,544.0,10,North
C16,18,0,1,0,33.39,531.0,10,North
C17,1,0,0,0,25.92,406.0,13,South
C17,2,0,0,0,22.76,435.0,13,South
C17,3,0,0,0,27.36,403.0,11,South
C17,4,0,0,0,30.02,382.0,11,South
C17,5,0,0,0,28.12,436.0,11,South
C17,6,0,0,0,25.43,488.0,13,South
C17,7,0,0,0,27.24,430.0,12,South
C17,8,0,0,0,29.69,460.0,12,South
C17,9,0,0,0,25.76,462.0,13,South
C17,10,0,1,0,27.79,428.0,11,South
C17,11,0,1,0,28.61,559.0,13,South
C17,12,0,1,0,30.35,539.0,11,South
C17,13,0,1,0,27.08,541.0,13,South
C17,14,0,1,0,28.58,531.0,11,South
C17,15,0,1,0,28.52,568.0,13,South
C17,16,0,1,0,36.34,555.0,11,South
C17,17,0,1,0,31.97,594.0,12,South
C17,18,0,1,0,34.2,595.0,11,South
C18,1,0,0,0,32.13,444.0,9,East
C18,2,0,0,0,31.16,506.0,9,East
C18,3,0,0,0,29.26,420.0,9,East
C18,4,0,0,0,32.07,478.0,9,East
C18,5,0,0,0,33.05,430.0,9,East
C18,6,0,0,0,35.4,548.0,8,East
C18,7,0,0,0,26.35,466.0,9,East
C18,8,0,0,0,26.86,419.0,10,East
C18,9,0,0,0,32.41,494.0,9,East
C18,10,0,1,0,32.73,478.0,8,East
C18,11,0,1,0,34.82,460.0,10,East
C18,12,0,1,0,33.61,546.0,10,East
C18,13,0,1,0,34.05,486.0,8,East
C18,14,0,1,0,32.05,532.0,10,East
C18,15,0,1,0,37.53,496.0,8,East
C18,16,0,1,0,33.75,581.0,10,East
C18,17,0,1,0,33.56,581.0,10,East
C18,18,0,1,0,36.69,637.0,8,East
C19,1,0,0,0,33.03,436.0,13,North
C19,2,0,0,0,29.24,440.0,14,North
C19,3,0,0,0,34.36,405.0,12,North
C19,4,0,0,0,34.98,423.0,12,North
C19,5,0,0,0,32.61,440.0,14,North
C19,6,0,0,0,36.1,482.0,12,North
C19,7,0,0,0,34.95,471.0,12,North
C19,8,0,0,0,36.87,485.0,12,North
C19,9,0,0,0,34.05,515.0,13,North
C19,10,0,1,0,35.93,554.0,12,North
C19,11,0,1,0,38.38,531.0,13,North
C19,12,0,1,0,35.3,493.0,12,North
C19,13,0,1,0,37.33,479.0,12,North
C19,14,0,1,0,36.5,565.0,13,North
C19,15,0,1,0,37.99,557.0,12,North
C19,16,0,1,0,30.1,595.0,14,North
C19,17,0,1,0,38.86,576.0,12,North
C19,18,0,1,0,41.17,614.0,12,North
C20,1,0,0,0,29.9,429.0,13,South
C20,2,0,0,0,27.74,479.0,12,South
C20,3,0,0,0,30.96,435.0,13,South
C20,4,0,0,0,30.95,435.0,13,South
C20,5,0,0,0,32.87,489.0,12,South
C20,6,0,0,0,36.64,457.0,11,South
C20,7,0,0,0,33.39,413.0,13,South
C20,8,0,0,0,33.95,504.0,12,South
C20,9,0,0,0,30.17,522.0,13,South
C20,10,0,1,0,31.8,479.0,11,South
C20,11,0,1,0,39.93,559.0,12,South
C20,12,0,1,0,34.31,506.0,13,South
C20,13,0,1,0,35.55,558.0,11,South
C20,14,0,1,0,36.23,491.0,13,South
C20,15,0,1,0,36.45,537.0,12,South
C20,16,0,1,0,38.22,567.0,11,South
C20,17,0,1,0,31.64,565.0,12,South
C20,18,0,1,0,33.61,529.0,13,South
C21,1,0,0,0,31.15,467.0,7,East
C21,2,0,0,0,31.28,414.0,7,East
C21,3,0,0,0,34.34,490.0,7,East
C21,4,0,0,0,41.78,527.0,6,East
C21,5,0,0,0,36.45,378.0,6,East
C21,6,0,0,0,37.9,457.0,7,East
C21,7,0,0,0,33.26,452.0,6,East
C21,8,0,0,0,36.67,544.0,8,East
C21,9,0,0,0,38.79,462.0,6,East
C21,10,0,1,0,36.01,491.0,6,East
C21,11,0,1,0,41.2,505.0,7,East
C21,12,0,1,0,39.22,468.0,6,East
C21,13,0,1,0,36.05,537.0,8,East
C21,14,0,1,0,38.96,460.0,6,East
C21,15,0,1,0,39.24,490.0,7,East
C21,16,0,1,0,38.17,558.0,7,East
C21,17,0,1,0,40.79,543.0,8,East
C21,18,0,1,0,39.68,527.0,7,East
C22,1,0,0,0,32.77,454.0,14,North
C22,2,0,0,0,32.4,420.0,14,North
C22,3,0,0,0,35.78,441.0,14,North
C22,4,0,0,0,30.86,440.0,12,North
C22,5,0,0,0,33.01,428.0,13,North
C22,6,0,0,0,35.17,536.0,13,North
C22,7,0,0,0,32.75,438.0,13,North
C22,8,0,0,0,33.83,439.0,14,North
C22,9,0,0,0,36.38,410.0,14,North
C22,10,0,1,0,34.84,511.0,13,North
C22,11,0,1,0,31.48,482.0,14,North
C22,12,0,1,0,37.42,482.0,13,North
C22,13,0,1,0,42.31,562.0,13,North
C22,14,0,1,0,36.69,542.0,13,North
C22,15,0,1,0,38.79,497.0,13,North
C22,16,0,1,0,37.25,575.0,13,North
C22,17,0,1,0,38.99,564.0,12,North
C22,18,0,1,0,41.12,617.0,13,North
C23,1,0,0,0,32.02,357.0,9,South
C23,2,0,0,0,33.3,456.0,11,South
C23,3,0,0,0,27.25,435.0,10,South
C23,4,0,0,0,32.31,418.0,9,South
C23,5,0,0,0,31.77,511.0,10,South
C23,6,0,0,0,31.22,441.0,11,South
C23,7,0,0,0,35.02,515.0,10,South
C23,8,0,0,0,31.36,495.0,11,South
C23,9,0,0,0,34.36,522.0,11,South
C23,10,0,1,0,33.82,491.0,10,South
C23,11,0,1,0,38.42,523.0,10,South
C23,12,0,1,0,37.55,543.0,9,South
C23,13,0,1,0,36.28,567.0,10,South
C23,14,0,1,0,35.45,496.0,10,South
C23,15,0,1,0,32.63,523.0,9,South
C23,16,0,1,0,40.5,585.0,9,South
C23,17,0,1,0,33.65,502.0,11,South
C23,18,0,1,0,34.22,600.0,11,South
C24,1,0,0,0,33.74,386.0,9,East
C24,2,0,0,0,32.72,432.0,10,East
C24,3,0,0,0,38.37,546.0,9,East
C24,4,0,0,0,34.63,433.0,10,East
C24,5,0,0,0,38.35,465.0,8,East
C24,6,0,0,0,35.89,460.0,8,East
C24,7,0,0,0,40.95,538.0,9,East
C24,8,0,0,0,38.37,444.0,8,East
C24,9,0,0,0,34.28,453.0,10,East
C24,10,0,1,0,42.17,537.0,9,East
C24,11,0,1,0,40.07,508.0,10,East
C24,12,0,1,0,38.88,555.0,8,East
C24,13,0,1,0,42.41,582.0,8,East
C24,14,0,1,0,38.04,483.0,8,East
C24,15,0,1,0,41.52,501.0,8,East
C24,16,0,1,0,39.87,519.0,10,East
C24,17,0,1,0,37.79,519.0,9,East
C24,18,0,1,0,39.52,530.0,8,East
C25,1,0,0,0,35.37,453.0,12,North
C25,2,0,0,0,35.13,432.0,14,North
C25,3,0,0,0,40.39,463.0,12,North
C25,4,0,0,0,32.32,449.0,14,North
C25,5,0,0,0,35.54,441.0,12,North
C25,6,0,0,0,33.96,520.0,13,North
C25,7,0,0,0,32.05,484.0,14,North
C25,8,0,0,0,40.5,550.0,12,North
C25,9,0,0,0,36.1,531.0,13,North
C25,10,0,1,0,39.07,542.0,13,North
C25,11,0,1,0,40.85,528.0,12,North
C25,12,0,1,0,38.18,476.0,14,North
C25,13,0,1,0,40.23,533.0,13,North
C25,14,0,1,0,34.41,523.0,13,North
C25,15,0,1,0,35.43,578.0,14,North
C25,16,0,1,0,38.31,577.0,12,North
C25,17,0,1,0,42.09,558.0,12,North
C25,18,0,1,0,40.84,530.0,13,North
C26,1,0,0,0,36.93,465.0,15,South
C26,2,0,0,0,32.36,358.0,15,South
C26,3,0,0,0,30.71,390.0,15,South
C26,4,0,0,0,35.8,396.0,14,South
C26,5,0,0,0,38.82,503.0,13,South
C26,6,0,0,0,33.37,443.0,14,South
C26,7,0,0,0,36.6,519.0,13,South
C26,8,0,0,0,35.3,410.0,13,South
C26,9,0,0,0,36.84,505.0,15,South
C26,10,0,1,0,38.02,445.0,13,South
C26,11,0,1,0,41.08,541.0,14,South
C26,12,0,1,0,32.46,510.0,15,South
C26,13,0,1,0,34.66,501.0,15,South
C26,14,0,1,0,33.9,484.0,15,South
C26,15,0,1,0,35.88,536.0,13,South
C26,16,0,1,0,41.96,541.0,13,South
C26,17,0,1,0,41.18,558.0,14,South
C26,18,0,1,0,42.28,507.0,13,South
C27,1,0,0,0,37.34,423.0,10,East
C27,2,0,0,0,39.81,437.0,11,East
C27,3,0,0,0,43.15,497.0,10,East
C27,4,0,0,0,37.47,429.0,11,East
C27,5,0,0,0,42.36,439.0,11,East
C27,6,0,0,0,39.17,429.0,10,East
C27,7,0,0,0,42.97,475.0,10,East
C27,8,0,0,0,42.95,520.0,11,East
C27,9,0,0,0,38.7,523.0,12,East
C27,10,0,1,0,40.47,475.0,10,East
C27,11,0,1,0,42.34,488.0,10,East
C27,12,0,1,0,41.02,537.0,12,East
C27,13,0,1,0,42.7,537.0,12,East
C27,14,0,1,0,37.18,553.0,12,East
C27,15,0,1,0,46.39,570.0,10,East
C27,16,0,1,0,47.45,484.0,12,East
C27,17,0,1,0,44.42,579.0,11,East
C27,18,0,1,0,44.98,514.0,11,East
C28,1,0,0,0,22.7,381.0,15,North
C28,2,0,0,0,20.73,424.0,14,North
C28,3,0,0,0,28.83,464.0,13,North
C28,4,0,0,0,22.18,441.0,14,North
C28,5,0,0,0,27.17,417.0,15,North
C28,6,0,0,0,27.7,449.0,13,North
C28,7,0,0,0,27.12,459.0,14,North
C28,8,0,0,0,31.25,551.0,13,North
C28,9,0,0,0,28.41,451.0,13,North
C28,10,0,1,0,28.39,437.0,15,North
C28,11,0,1,0,30.44,571.0,13,North
C28,12,0,1,0,25.39,481.0,15,North
C28,13,0,1,0,25.74,481.0,13,North
C28,14,0,1,0,32.09,537.0,13,North
C28,15,0,1,0,33.62,521.0,13,North
C28,16,0,1,0,29.26,592.0,14,North
C28,17,0,1,0,28.07,600.0,15,North
C28,18,0,1,0,32.72,619.0,13,North
C29,1,0,0,0,35.56,417.0,11,South
C29,2,0,0,0,33.88,401.0,10,South
C29,3,0,0,0,38.0,426.0,12,South
C29,4,0,0,0,39.41,384.0,10,South
C29,5,0,0,0,35.34,461.0,11,South
C29,6,0,0,0,39.48,373.0,11,South
C29,7,0,0,0,38.93,465.0,11,South
C29,8,0,0,0,39.36,483.0,11,South
C29,9,0,0,0,40.12,484.0,11,South
C29,10,0,1,0,39.22,518.0,11,South
C29,11,0,1,0,40.07,505.0,12,South
C29,12,0,1,0,36.24,520.0,12,South
C29,13,0,1,0,36.91,506.0,10,South
C29,14,0,1,0,45.08,560.0,11,South
C29,15,0,1,0,45.31,560.0,10,South
C29,16,0,1,0,42.64,549.0,12,South
C29,17,0,1,0,42.89,539.0,12,South
C29,18,0,1,0,44.7,568.0,11,South
C30,1,0,0,0,42.04,464.0,6,East
C30,2,0,0,0,40.94,435.0,7,East
C30,3,0,0,0,41.45,441.0,6,East
C30,4,0,0,0,43.63,435.0,6,East
C30,5,0,0,0,39.47,455.0,8,East
C30,6,0,0,0,39.09,418.0,7,East
C30,7,0,0,0,41.8,429.0,7,East
C30,8,0,0,0,43.33,483.0,6,East
C30,9,0,0,0,41.4,426.0,7,East
C30,10,0,1,0,45.41,506.0,8,East
C30,11,0,1,0,49.12,512.0,7,East
C30,12,0,1,0,45.13,508.0,7,East
C30,13,0,1,0,47.09,535.0,6,East
C30,14,0,1,0,41.93,556.0,7,East
C30,15,0,1,0,45.16,549.0,8,East
C30,16,0,1,0,47.2,598.0,8,East
C30,17,0,1,0,45.04,516.0,8,East
C30,18,0,1,0,45.52,542.0,6,East
