scenario,unit_id,time,relative_time,treated,post,did,outcome
valid_parallel,VAL_0_07,2,2,0,1,0,49.73
valid_parallel,VAL_0_07,3,3,0,1,0,50.91
valid_parallel,VAL_0_07,4,4,0,1,0,52.95
valid_parallel,VAL_0_08,-4,-4,0,0,0,49.07
valid_parallel,VAL_0_08,-3,-3,0,0,0,49.71
valid_parallel,VAL_0_08,-2,-2,0,0,0,50.29
valid_parallel,VAL_0_08,-1,-1,0,0,0,50.27
valid_parallel,VAL_0_08,0,0,0,1,0,53.23
valid_parallel,VAL_0_08,1,1,0,1,0,54.14
valid_parallel,VAL_0_08,2,2,0,1,0,54.9
valid_parallel,VAL_0_08,3,3,0,1,0,57.36
valid_parallel,VAL_0_08,4,4,0,1,0,59.36
valid_parallel,VAL_0_09,-4,-4,0,0,0,45.59
valid_parallel,VAL_0_09,-3,-3,0,0,0,43.88
valid_parallel,VAL_0_09,-2,-2,0,0,0,45.5
valid_parallel,VAL_0_09,-1,-1,0,0,0,48.82
valid_parallel,VAL_0_09,0,0,0,1,0,47.22
valid_parallel,VAL_0_09,1,1,0,1,0,49.29
valid_parallel,VAL_0_09,2,2,0,1,0,51.58
valid_parallel,VAL_0_09,3,3,0,1,0,51.71
valid_parallel,VAL_0_09,4,4,0,1,0,56.12
valid_parallel,VAL_0_10,-4,-4,0,0,0,46.18
valid_parallel,VAL_0_10,-3,-3,0,0,0,48.1
valid_parallel,VAL_0_10,-2,-2,0,0,0,48.63
valid_parallel,VAL_0_10,-1,-1,0,0,0,50.96
valid_parallel,VAL_0_10,0,0,0,1,0,48.98
valid_parallel,VAL_0_10,1,1,0,1,0,53.2
valid_parallel,VAL_0_10,2,2,0,1,0,54.34
valid_parallel,VAL_0_10,3,3,0,1,0,56.49
valid_parallel,VAL_0_10,4,4,0,1,0,58.53
valid_parallel,VAL_0_11,-4,-4,0,0,0,43.82
valid_parallel,VAL_0_11,-3,-3,0,0,0,43.22
valid_parallel,VAL_0_11,-2,-2,0,0,0,45.39
valid_parallel,VAL_0_11,-1,-1,0,0,0,47.51
valid_parallel,VAL_0_11,0,0,0,1,0,48.56
valid_parallel,VAL_0_11,1,1,0,1,0,51.26
valid_parallel,VAL_0_11,2,2,0,1,0,51.49
valid_parallel,VAL_0_11,3,3,0,1,0,52.9
valid_parallel,VAL_0_11,4,4,0,1,0,54.26
valid_parallel,VAL_0_12,-4,-4,0,0,0,38.44
valid_parallel,VAL_0_12,-3,-3,0,0,0,41.87
valid_parallel,VAL_0_12,-2,-2,0,0,0,42.12
valid_parallel,VAL_0_12,-1,-1,0,0,0,42.89
valid_parallel,VAL_0_12,0,0,0,1,0,44.83
valid_parallel,VAL_0_12,1,1,0,1,0,45.91
valid_parallel,VAL_0_12,2,2,0,1,0,47.49
valid_parallel,VAL_0_12,3,3,0,1,0,49.36
valid_parallel,VAL_0_12,4,4,0,1,0,51.23
valid_parallel,VAL_0_13,-4,-4,0,0,0,42.6
valid_parallel,VAL_0_13,-3,-3,0,0,0,44.29
valid_parallel,VAL_0_13,-2,-2,0,0,0,46.92
valid_parallel,VAL_0_13,-1,-1,0,0,0,48.23
valid_parallel,VAL_0_13,0,0,0,1,0,49.1
valid_parallel,VAL_0_13,1,1,0,1,0,51.58
valid_parallel,VAL_0_13,2,2,0,1,0,53.44
valid_parallel,VAL_0_13,3,3,0,1,0,54.04
valid_parallel,VAL_0_13,4,4,0,1,0,55.02
valid_parallel,VAL_0_14,-4,-4,0,0,0,43.59
valid_parallel,VAL_0_14,-3,-3,0,0,0,47.42
valid_parallel,VAL_0_14,-2,-2,0,0,0,45.57
valid_parallel,VAL_0_14,-1,-1,0,0,0,50.72
valid_parallel,VAL_0_14,0,0,0,1,0,49.21
valid_parallel,VAL_0_14,1,1,0,1,0,52.64
valid_parallel,VAL_0_14,2,2,0,1,0,53.86
valid_parallel,VAL_0_14,3,3,0,1,0,55.01
valid_parallel,VAL_0_14,4,4,0,1,0,55.48
valid_parallel,VAL_0_15,-4,-4,0,0,0,47.26
valid_parallel,VAL_0_15,-3,-3,0,0,0,48.11
valid_parallel,VAL_0_15,-2,-2,0,0,0,52.49
valid_parallel,VAL_0_15,-1,-1,0,0,0,52.0
valid_parallel,VAL_0_15,0,0,0,1,0,53.99
valid_parallel,VAL_0_15,1,1,0,1,0,55.85
valid_parallel,VAL_0_15,2,2,0,1,0,56.23
valid_parallel,VAL_0_15,3,3,0,1,0,57.23
valid_parallel,VAL_0_15,4,4,0,1,0,58.88
valid_parallel,VAL_0_16,-4,-4,0,0,0,46.26
valid_parallel,VAL_0_16,-3,-3,0,0,0,45.84
valid_parallel,VAL_0_16,-2,-2,0,0,0,47.34
valid_parallel,VAL_0_16,-1,-1,0,0,0,50.51
valid_parallel,VAL_0_16,0,0,0,1,0,51.25
valid_parallel,VAL_0_16,1,1,0,1,0,52.1
valid_parallel,VAL_0_16,2,2,0,1,0,52.68
valid_parallel,VAL_0_16,3,3,0,1,0,54.2
valid_parallel,VAL_0_16,4,4,0,1,0,55.3
valid_parallel,VAL_0_17,-4,-4,0,0,0,44.52
valid_parallel,VAL_0_17,-3,-3,0,0,0,45.74
valid_parallel,VAL_0_17,-2,-2,0,0,0,47.05
valid_parallel,VAL_0_17,-1,-1,0,0,0,47.76
valid_parallel,VAL_0_17,0,0,0,1,0,49.27
valid_parallel,VAL_0_17,1,1,0,1,0,51.13
valid_parallel,VAL_0_17,2,2,0,1,0,55.88
valid_parallel,VAL_0_17,3,3,0,1,0,55.21
valid_parallel,VAL_0_17,4,4,0,1,0,56.81
valid_parallel,VAL_0_18,-4,-4,0,0,0,44.52
valid_parallel,VAL_0_18,-3,-3,0,0,0,45.97
valid_parallel,VAL_0_18,-2,-2,0,0,0,47.68
valid_parallel,VAL_0_18,-1,-1,0,0,0,48.69
valid_parallel,VAL_0_18,0,0,0,1,0,50.13
valid_parallel,VAL_0_18,1,1,0,1,0,53.05
valid_parallel,VAL_0_18,2,2,0,1,0,53.52
valid_parallel,VAL_0_18,3,3,0,1,0,53.93
valid_parallel,VAL_0_18,4,4,0,1,0,57.05
valid_parallel,VAL_1_01,-4,-4,1,0,0,48.39
valid_parallel,VAL_1_01,-3,-3,1,0,0,51.11
valid_parallel,VAL_1_01,-2,-2,1,0,0,51.97
valid_parallel,VAL_1_01,-1,-1,1,0,0,52.64
valid_parallel,VAL_1_01,0,0,1,1,1,55.97
valid_parallel,VAL_1_01,1,1,1,1,1,57.15
valid_parallel,VAL_1_01,2,2,1,1,1,61.37
valid_parallel,VAL_1_01,3,3,1,1,1,61.9
valid_parallel,VAL_1_01,4,4,1,1,1,64.57
valid_parallel,VAL_1_02,-4,-4,1,0,0,46.12
valid_parallel,VAL_1_02,-3,-3,1,0,0,48.52
valid_parallel,VAL_1_02,-2,-2,1,0,0,50.35
valid_parallel,VAL_1_02,-1,-1,1,0,0,51.61
valid_parallel,VAL_1_02,0,0,1,1,1,55.48
valid_parallel,VAL_1_02,1,1,1,1,1,54.97
valid_parallel,VAL_1_02,2,2,1,1,1,58.59
valid_parallel,VAL_1_02,3,3,1,1,1,57.72
valid_parallel,VAL_1_02,4,4,1,1,1,61.54
valid_parallel,VAL_1_03,-4,-4,1,0,0,48.12
valid_parallel,VAL_1_03,-3,-3,1,0,0,49.54
valid_parallel,VAL_1_03,-2,-2,1,0,0,51.65
valid_parallel,VAL_1_03,-1,-1,1,0,0,53.24
valid_parallel,VAL_1_03,0,0,1,1,1,53.87
valid_parallel,VAL_1_03,1,1,1,1,1,58.74
valid_parallel,VAL_1_03,2,2,1,1,1,58.11
valid_parallel,VAL_1_03,3,3,1,1,1,61.78
valid_parallel,VAL_1_03,4,4,1,1,1,63.13
valid_parallel,VAL_1_04,-4,-4,1,0,0,48.83
valid_parallel,VAL_1_04,-3,-3,1,0,0,51.51
valid_parallel,VAL_1_04,-2,-2,1,0,0,51.45
valid_parallel,VAL_1_04,-1,-1,1,0,0,54.46
valid_parallel,VAL_1_04,0,0,1,1,1,56.98
valid_parallel,VAL_1_04,1,1,1,1,1,58.77
valid_parallel,VAL_1_04,2,2,1,1,1,61.15
valid_parallel,VAL_1_04,3,3,1,1,1,63.49
valid_parallel,VAL_1_04,4,4,1,1,1,66.14
valid_parallel,VAL_1_05,-4,-4,1,0,0,51.03
valid_parallel,VAL_1_05,-3,-3,1,0,0,49.57
valid_parallel,VAL_1_05,-2,-2,1,0,0,50.86
valid_parallel,VAL_1_05,-1,-1,1,0,0,50.58
valid_parallel,VAL_1_05,0,0,1,1,1,55.07
valid_parallel,VAL_1_05,1,1,1,1,1,58.75
valid_parallel,VAL_1_05,2,2,1,1,1,60.09
valid_parallel,VAL_1_05,3,3,1,1,1,61.62
valid_parallel,VAL_1_05,4,4,1,1,1,61.72
valid_parallel,VAL_1_06,-4,-4,1,0,0,45.19
valid_parallel,VAL_1_06,-3,-3,1,0,0,46.3
valid_parallel,VAL_1_06,-2,-2,1,0,0,48.19
valid_parallel,VAL_1_06,-1,-1,1,0,0,50.39
valid_parallel,VAL_1_06,0,0,1,1,1,52.4
valid_parallel,VAL_1_06,1,1,1,1,1,56.33
valid_parallel,VAL_1_06,2,2,1,1,1,57.69
valid_parallel,VAL_1_06,3,3,1,1,1,59.12
valid_parallel,VAL_1_06,4,4,1,1,1,60.65
valid_parallel,VAL_1_07,-4,-4,1,0,0,46.68
valid_parallel,VAL_1_07,-3,-3,1,0,0,47.45
valid_parallel,VAL_1_07,-2,-2,1,0,0,49.9
valid_parallel,VAL_1_07,-1,-1,1,0,0,49.39
valid_parallel,VAL_1_07,0,0,1,1,1,53.2
valid_parallel,VAL_1_07,1,1,1,1,1,55.18
valid_parallel,VAL_1_07,2,2,1,1,1,58.2
valid_parallel,VAL_1_07,3,3,1,1,1,59.99
valid_parallel,VAL_1_07,4,4,1,1,1,61.84
valid_parallel,VAL_1_08,-4,-4,1,0,0,48.88
valid_parallel,VAL_1_08,-3,-3,1,0,0,48.48
valid_parallel,VAL_1_08,-2,-2,1,0,0,48.35
valid_parallel,VAL_1_08,-1,-1,1,0,0,54.82
valid_parallel,VAL_1_08,0,0,1,1,1,56.78
valid_parallel,VAL_1_08,1,1,1,1,1,56.92
valid_parallel,VAL_1_08,2,2,1,1,1,59.85
valid_parallel,VAL_1_08,3,3,1,1,1,60.16
valid_parallel,VAL_1_08,4,4,1,1,1,65.22
valid_parallel,VAL_1_09,-4,-4,1,0,0,47.73
valid_parallel,VAL_1_09,-3,-3,1,0,0,48.84
valid_parallel,VAL_1_09,-2,-2,1,0,0,49.65
valid_parallel,VAL_1_09,-1,-1,1,0,0,50.53
valid_parallel,VAL_1_09,0,0,1,1,1,57.19
valid_parallel,VAL_1_09,1,1,1,1,1,57.35
valid_parallel,VAL_1_09,2,2,1,1,1,58.73
valid_parallel,VAL_1_09,3,3,1,1,1,62.97
valid_parallel,VAL_1_09,4,4,1,1,1,62.71
valid_parallel,VAL_1_10,-4,-4,1,0,0,48.81
valid_parallel,VAL_1_10,-3,-3,1,0,0,48.34
valid_parallel,VAL_1_10,-2,-2,1,0,0,52.01
valid_parallel,VAL_1_10,-1,-1,1,0,0,54.57
valid_parallel,VAL_1_10,0,0,1,1,1,55.95
valid_parallel,VAL_1_10,1,1,1,1,1,56.35
valid_parallel,VAL_1_10,2,2,1,1,1,59.33
valid_parallel,VAL_1_10,3,3,1,1,1,62.35
valid_parallel,VAL_1_10,4,4,1,1,1,63.89
valid_parallel,VAL_1_11,-4,-4,1,0,0,48.44
valid_parallel,VAL_1_11,-3,-3,1,0,0,45.94
valid_parallel,VAL_1_11,-2,-2,1,0,0,49.06
valid_parallel,VAL_1_11,-1,-1,1,0,0,51.55
valid_parallel,VAL_1_11,0,0,1,1,1,55.07
valid_parallel,VAL_1_11,1,1,1,1,1,55.87
valid_parallel,VAL_1_11,2,2,1,1,1,59.95
valid_parallel,VAL_1_11,3,3,1,1,1,60.25
valid_parallel,VAL_1_11,4,4,1,1,1,61.56
valid_parallel,VAL_1_12,-4,-4,1,0,0,46.18
valid_parallel,VAL_1_12,-3,-3,1,0,0,47.61
valid_parallel,VAL_1_12,-2,-2,1,0,0,50.33
valid_parallel,VAL_1_12,-1,-1,1,0,0,51.15
valid_parallel,VAL_1_12,0,0,1,1,1,54.53
valid_parallel,VAL_1_12,1,1,1,1,1,58.79
valid_parallel,VAL_1_12,2,2,1,1,1,59.05
valid_parallel,VAL_1_12,3,3,1,1,1,61.12
valid_parallel,VAL_1_12,4,4,1,1,1,60.62
valid_parallel,VAL_1_13,-4,-4,1,0,0,48.3
valid_parallel,VAL_1_13,-3,-3,1,0,0,51.19
valid_parallel,VAL_1_13,-2,-2,1,0,0,52.28
valid_parallel,VAL_1_13,-1,-1,1,0,0,53.87
valid_parallel,VAL_1_13,0,0,1,1,1,57.28
valid_parallel,VAL_1_13,1,1,1,1,1,60.22
valid_parallel,VAL_1_13,2,2,1,1,1,61.37
valid_parallel,VAL_1_13,3,3,1,1,1,62.83
valid_parallel,VAL_1_13,4,4,1,1,1,65.36
valid_parallel,VAL_1_14,-4,-4,1,0,0,49.71
valid_parallel,VAL_1_14,-3,-3,1,0,0,51.52
valid_parallel,VAL_1_14,-2,-2,1,0,0,50.19
valid_parallel,VAL_1_14,-1,-1,1,0,0,52.79
valid_parallel,VAL_1_14,0,0,1,1,1,57.92
valid_parallel,VAL_1_14,1,1,1,1,1,59.08
valid_parallel,VAL_1_14,2,2,1,1,1,60.81
valid_parallel,VAL_1_14,3,3,1,1,1,62.4
valid_parallel,VAL_1_14,4,4,1,1,1,64.28
valid_parallel,VAL_1_15,-4,-4,1,0,0,43.99
valid_parallel,VAL_1_15,-3,-3,1,0,0,44.51
valid_parallel,VAL_1_15,-2,-2,1,0,0,46.3
valid_parallel,VAL_1_15,-1,-1,1,0,0,46.54
valid_parallel,VAL_1_15,0,0,1,1,1,51.19
valid_parallel,VAL_1_15,1,1,1,1,1,53.13
valid_parallel,VAL_1_15,2,2,1,1,1,57.3
valid_parallel,VAL_1_15,3,3,1,1,1,57.0
valid_parallel,VAL_1_15,4,4,1,1,1,58.09
valid_parallel,VAL_1_16,-4,-4,1,0,0,47.95
valid_parallel,VAL_1_16,-3,-3,1,0,0,49.43
valid_parallel,VAL_1_16,-2,-2,1,0,0,48.77
valid_parallel,VAL_1_16,-1,-1,1,0,0,50.4
valid_parallel,VAL_1_16,0,0,1,1,1,56.02
valid_parallel,VAL_1_16,1,1,1,1,1,59.04
valid_parallel,VAL_1_16,2,2,1,1,1,57.17
valid_parallel,VAL_1_16,3,3,1,1,1,62.36
valid_parallel,VAL_1_16,4,4,1,1,1,64.55
valid_parallel,VAL_1_17,-4,-4,1,0,0,50.6
valid_parallel,VAL_1_17,-3,-3,1,0,0,50.75
valid_parallel,VAL_1_17,-2,-2,1,0,0,51.16
valid_parallel,VAL_1_17,-1,-1,1,0,0,53.29
valid_parallel,VAL_1_17,0,0,1,1,1,56.78
valid_parallel,VAL_1_17,1,1,1,1,1,59.18
valid_parallel,VAL_1_17,2,2,1,1,1,61.06
valid_parallel,VAL_1_17,3,3,1,1,1,62.89
valid_parallel,VAL_1_17,4,4,1,1,1,66.12
valid_parallel,VAL_1_18,-4,-4,1,0,0,45.17
valid_parallel,VAL_1_18,-3,-3,1,0,0,46.38
valid_parallel,VAL_1_18,-2,-2,1,0,0,48.1
valid_parallel,VAL_1_18,-1,-1,1,0,0,48.58
valid_parallel,VAL_1_18,0,0,1,1,1,53.54
valid_parallel,VAL_1_18,1,1,1,1,1,56.07
valid_parallel,VAL_1_18,2,2,1,1,1,55.7
valid_parallel,VAL_1_18,3,3,1,1,1,58.09
valid_parallel,VAL_1_18,4,4,1,1,1,60.59
nonparallel_pretrend,NON_0_01,-4,-4,0,0,0,44.51
nonparallel_pretrend,NON_0_01,-3,-3,0,0,0,43.29
nonparallel_pretrend,NON_0_01,-2,-2,0,0,0,45.47
nonparallel_pretrend,NON_0_01,-1,-1,0,0,0,47.54
nonparallel_pretrend,NON_0_01,0,0,0,1,0,47.62
nonparallel_pretrend,NON_0_01,1,1,0,1,0,50.07
nonparallel_pretrend,NON_0_01,2,2,0,1,0,49.87
nonparallel_pretrend,NON_0_01,3,3,0,1,0,53.87
nonparallel_pretrend,NON_0_01,4,4,0,1,0,51.1
nonparallel_pretrend,NON_0_02,-4,-4,0,0,0,46.48
nonparallel_pretrend,NON_0_02,-3,-3,0,0,0,47.28
nonparallel_pretrend,NON_0_02,-2,-2,0,0,0,48.42
nonparallel_pretrend,NON_0_02,-1,-1,0,0,0,49.04
nonparallel_pretrend,NON_0_02,0,0,0,1,0,51.05
nonparallel_pretrend,NON_0_02,1,1,0,1,0,52.24
nonparallel_pretrend,NON_0_02,2,2,0,1,0,52.42
nonparallel_pretrend,NON_0_02,3,3,0,1,0,52.29
nonparallel_pretrend,NON_0_02,4,4,0,1,0,55.18
nonparallel_pretrend,NON_0_03,-4,-4,0,0,0,44.38
nonparallel_pretrend,NON_0_03,-3,-3,0,0,0,44.8
nonparallel_pretrend,NON_0_03,-2,-2,0,0,0,49.24
nonparallel_pretrend,NON_0_03,-1,-1,0,0,0,46.37
nonparallel_pretrend,NON_0_03,0,0,0,1,0,49.81
nonparallel_pretrend,NON_0_03,1,1,0,1,0,50.58
nonparallel_pretrend,NON_0_03,2,2,0,1,0,51.41
nonparallel_pretrend,NON_0_03,3,3,0,1,0,50.88
nonparallel_pretrend,NON_0_03,4,4,0,1,0,51.57
nonparallel_pretrend,NON_0_04,-4,-4,0,0,0,42.92
nonparallel_pretrend,NON_0_04,-3,-3,0,0,0,45.05
nonparallel_pretrend,NON_0_04,-2,-2,0,0,0,47.31
nonparallel_pretrend,NON_0_04,-1,-1,0,0,0,48.11
nonparallel_pretrend,NON_0_04,0,0,0,1,0,48.99
nonparallel_pretrend,NON_0_04,1,1,0,1,0,50.15
nonparallel_pretrend,NON_0_04,2,2,0,1,0,52.62
nonparallel_pretrend,NON_0_04,3,3,0,1,0,50.75
nonparallel_pretrend,NON_0_04,4,4,0,1,0,52.15
nonparallel_pretrend,NON_0_05,-4,-4,0,0,0,45.77
nonparallel_pretrend,NON_0_05,-3,-3,0,0,0,47.25
nonparallel_pretrend,NON_0_05,-2,-2,0,0,0,46.02
nonparallel_pretrend,NON_0_05,-1,-1,0,0,0,49.74
nonparallel_pretrend,NON_0_05,0,0,0,1,0,49.19
nonparallel_pretrend,NON_0_05,1,1,0,1,0,52.79
nonparallel_pretrend,NON_0_05,2,2,0,1,0,52.69
nonparallel_pretrend,NON_0_05,3,3,0,1,0,53.86
nonparallel_pretrend,NON_0_05,4,4,0,1,0,52.36
nonparallel_pretrend,NON_0_06,-4,-4,0,0,0,50.22
nonparallel_pretrend,NON_0_06,-3,-3,0,0,0,53.17
nonparallel_pretrend,NON_0_06,-2,-2,0,0,0,52.84
nonparallel_pretrend,NON_0_06,-1,-1,0,0,0,54.21
nonparallel_pretrend,NON_0_06,0,0,0,1,0,55.59
nonparallel_pretrend,NON_0_06,1,1,0,1,0,56.68
nonparallel_pretrend,NON_0_06,2,2,0,1,0,58.42
nonparallel_pretrend,NON_0_06,3,3,0,1,0,57.21
nonparallel_pretrend,NON_0_06,4,4,0,1,0,59.97
nonparallel_pretrend,NON_0_07,-4,-4,0,0,0,46.78
nonparallel_pretrend,NON_0_07,-3,-3,0,0,0,49.98
nonparallel_pretrend,NON_0_07,-2,-2,0,0,0,49.62
nonparallel_pretrend,NON_0_07,-1,-1,0,0,0,49.72
nonparallel_pretrend,NON_0_07,0,0,0,1,0,52.69
nonparallel_pretrend,NON_0_07,1,1,0,1,0,52.41
nonparallel_pretrend,NON_0_07,2,2,0,1,0,54.05
nonparallel_pretrend,NON_0_07,3,3,0,1,0,54.05
nonparallel_pretrend,NON_0_07,4,4,0,1,0,56.27
nonparallel_pretrend,NON_0_08,-4,-4,0,0,0,44.6
nonparallel_pretrend,NON_0_08,-3,-3,0,0,0,46.77
nonparallel_pretrend,NON_0_08,-2,-2,0,0,0,47.54
nonparallel_pretrend,NON_0_08,-1,-1,0,0,0,47.74
nonparallel_pretrend,NON_0_08,0,0,0,1,0,52.0
nonparallel_pretrend,NON_0_08,1,1,0,1,0,50.89
nonparallel_pretrend,NON_0_08,2,2,0,1,0,50.98
nonparallel_pretrend,NON_0_08,3,3,0,1,0,52.06
nonparallel_pretrend,NON_0_08,4,4,0,1,0,53.12
nonparallel_pretrend,NON_0_09,-4,-4,0,0,0,47.16
nonparallel_pretrend,NON_0_09,-3,-3,0,0,0,48.81
nonparallel_pretrend,NON_0_09,-2,-2,0,0,0,48.14
nonparallel_pretrend,NON_0_09,-1,-1,0,0,0,50.15
nonparallel_pretrend,NON_0_09,0,0,0,1,0,51.72
nonparallel_pretrend,NON_0_09,1,1,0,1,0,53.03
nonparallel_pretrend,NON_0_09,2,2,0,1,0,52.3
nonparallel_pretrend,NON_0_09,3,3,0,1,0,55.95
nonparallel_pretrend,NON_0_09,4,4,0,1,0,55.8
nonparallel_pretrend,NON_0_10,-4,-4,0,0,0,45.83
nonparallel_pretrend,NON_0_10,-3,-3,0,0,0,48.63
nonparallel_pretrend,NON_0_10,-2,-2,0,0,0,49.16
nonparallel_pretrend,NON_0_10,-1,-1,0,0,0,50.07
nonparallel_pretrend,NON_0_10,0,0,0,1,0,52.19
nonparallel_pretrend,NON_0_10,1,1,0,1,0,54.49
nonparallel_pretrend,NON_0_10,2,2,0,1,0,54.75
nonparallel_pretrend,NON_0_10,3,3,0,1,0,54.66
nonparallel_pretrend,NON_0_10,4,4,0,1,0,55.3
nonparallel_pretrend,NON_0_11,-4,-4,0,0,0,47.31
nonparallel_pretrend,NON_0_11,-3,-3,0,0,0,49.33
nonparallel_pretrend,NON_0_11,-2,-2,0,0,0,47.86
nonparallel_pretrend,NON_0_11,-1,-1,0,0,0,50.45
nonparallel_pretrend,NON_0_11,0,0,0,1,0,52.51
nonparallel_pretrend,NON_0_11,1,1,0,1,0,53.14
nonparallel_pretrend,NON_0_11,2,2,0,1,0,53.71
nonparallel_pretrend,NON_0_11,3,3,0,1,0,56.39
nonparallel_pretrend,NON_0_11,4,4,0,1,0,55.54
nonparallel_pretrend,NON_0_12,-4,-4,0,0,0,43.84
nonparallel_pretrend,NON_0_12,-3,-3,0,0,0,45.19
nonparallel_pretrend,NON_0_12,-2,-2,0,0,0,48.17
nonparallel_pretrend,NON_0_12,-1,-1,0,0,0,46.74
nonparallel_pretrend,NON_0_12,0,0,0,1,0,48.72
nonparallel_pretrend,NON_0_12,1,1,0,1,0,50.36
nonparallel_pretrend,NON_0_12,2,2,0,1,0,51.03
nonparallel_pretrend,NON_0_12,3,3,0,1,0,52.94
nonparallel_pretrend,NON_0_12,4,4,0,1,0,55.35
nonparallel_pretrend,NON_0_13,-4,-4,0,0,0,49.23
nonparallel_pretrend,NON_0_13,-3,-3,0,0,0,48.34
nonparallel_pretrend,NON_0_13,-2,-2,0,0,0,50.39
nonparallel_pretrend,NON_0_13,-1,-1,0,0,0,52.46
nonparallel_pretrend,NON_0_13,0,0,0,1,0,51.23
nonparallel_pretrend,NON_0_13,1,1,0,1,0,54.66
nonparallel_pretrend,NON_0_13,2,2,0,1,0,53.58
nonparallel_pretrend,NON_0_13,3,3,0,1,0,53.27
nonparallel_pretrend,NON_0_13,4,4,0,1,0,55.94
nonparallel_pretrend,NON_0_14,-4,-4,0,0,0,46.04
nonparallel_pretrend,NON_0_14,-3,-3,0,0,0,47.19
nonparallel_pretrend,NON_0_14,-2,-2,0,0,0,48.52
nonparallel_pretrend,NON_0_14,-1,-1,0,0,0,50.15
nonparallel_pretrend,NON_0_14,0,0,0,1,0,48.92
nonparallel_pretrend,NON_0_14,1,1,0,1,0,51.25
nonparallel_pretrend,NON_0_14,2,2,0,1,0,51.25
nonparallel_pretrend,NON_0_14,3,3,0,1,0,51.69
nonparallel_pretrend,NON_0_14,4,4,0,1,0,54.94
nonparallel_pretrend,NON_0_15,-4,-4,0,0,0,44.32
nonparallel_pretrend,NON_0_15,-3,-3,0,0,0,45.18
nonparallel_pretrend,NON_0_15,-2,-2,0,0,0,46.36
