store_id,month,treated_store,post,did,sales,foot_traffic,ad_spend,region,store_size
ST004,17,1,1,1,170.38,1199.6,114.45,West,medium
ST004,18,1,1,1,169.51,1170.2,119.21,West,medium
ST004,19,1,1,1,163.02,1159.7,127.1,West,medium
ST004,20,1,1,1,164.31,1183.2,123.18,West,medium
ST004,21,1,1,1,171.36,1265.6,124.53,West,medium
ST004,22,1,1,1,172.4,1210.6,139.41,West,medium
ST004,23,1,1,1,177.76,1302.3,132.85,West,medium
ST004,24,1,1,1,183.9,1309.0,130.7,West,medium
ST005,1,1,0,0,140.46,901.2,61.55,North,medium
ST005,2,1,0,0,141.9,901.4,64.02,North,medium
ST005,3,1,0,0,146.98,944.9,63.36,North,medium
ST005,4,1,0,0,148.42,1001.6,55.32,North,medium
ST005,5,1,0,0,140.93,906.9,66.84,North,medium
ST005,6,1,0,0,145.88,1022.9,67.77,North,medium
ST005,7,1,0,0,141.76,995.0,73.69,North,medium
ST005,8,1,0,0,142.61,967.4,78.93,North,medium
ST005,9,1,0,0,146.75,1052.6,80.74,North,medium
ST005,10,1,0,0,146.68,1051.7,88.24,North,medium
ST005,11,1,0,0,151.14,1029.4,90.88,North,medium
ST005,12,1,0,0,153.2,1108.8,81.03,North,medium
ST005,13,1,1,1,169.03,1118.1,105.56,North,medium
ST005,14,1,1,1,170.17,1104.3,108.94,North,medium
ST005,15,1,1,1,174.93,1139.1,106.47,North,medium
ST005,16,1,1,1,174.74,1190.0,117.59,North,medium
ST005,17,1,1,1,173.93,1167.2,105.68,North,medium
ST005,18,1,1,1,174.44,1178.0,110.03,North,medium
ST005,19,1,1,1,175.62,1186.7,128.44,North,medium
ST005,20,1,1,1,176.17,1252.2,133.2,North,medium
ST005,21,1,1,1,178.18,1291.8,132.42,North,medium
ST005,22,1,1,1,177.75,1267.4,132.43,North,medium
ST005,23,1,1,1,181.8,1256.0,133.49,North,medium
ST005,24,1,1,1,180.84,1245.2,136.17,North,medium
ST006,1,1,0,0,143.2,872.6,54.94,South,medium
ST006,2,1,0,0,147.67,899.3,63.98,South,medium
ST006,3,1,0,0,150.39,939.8,65.53,South,medium
ST006,4,1,0,0,151.77,939.8,71.98,South,medium
ST006,5,1,0,0,154.05,972.2,72.2,South,medium
ST006,6,1,0,0,152.49,1034.2,78.34,South,medium
ST006,7,1,0,0,146.48,1004.5,68.87,South,medium
ST006,8,1,0,0,144.69,995.7,81.6,South,medium
ST006,9,1,0,0,154.31,1080.6,88.0,South,medium
ST006,10,1,0,0,149.16,1074.0,78.1,South,medium
ST006,11,1,0,0,155.52,1085.6,90.07,South,medium
ST006,12,1,0,0,158.47,1101.0,89.15,South,medium
ST006,13,1,1,1,171.23,1113.8,97.82,South,medium
ST006,14,1,1,1,179.13,1161.3,93.39,South,medium
ST006,15,1,1,1,178.0,1136.4,113.25,South,medium
ST006,16,1,1,1,180.09,1191.7,112.49,South,medium
ST006,17,1,1,1,178.02,1160.6,108.31,South,medium
ST006,18,1,1,1,175.96,1220.9,111.39,South,medium
ST006,19,1,1,1,174.94,1219.1,128.92,South,medium
ST006,20,1,1,1,175.07,1204.2,131.47,South,medium
ST006,21,1,1,1,177.93,1237.0,125.94,South,medium
ST006,22,1,1,1,183.43,1336.1,132.23,South,medium
ST006,23,1,1,1,186.17,1262.7,132.29,South,medium
ST006,24,1,1,1,189.06,1276.0,132.51,South,medium
ST007,1,1,0,0,149.95,935.9,50.53,East,medium
ST007,2,1,0,0,157.3,984.5,59.09,East,medium
ST007,3,1,0,0,156.04,967.3,59.61,East,medium
ST007,4,1,0,0,155.71,998.4,70.5,East,medium
ST007,5,1,0,0,156.27,942.0,66.78,East,medium
ST007,6,1,0,0,152.36,995.9,71.76,East,medium
ST007,7,1,0,0,154.97,1071.0,75.1,East,medium
ST007,8,1,0,0,154.08,966.2,69.58,East,medium
ST007,9,1,0,0,155.26,1056.4,84.83,East,medium
ST007,10,1,0,0,156.8,1118.7,87.77,East,medium
ST007,11,1,0,0,163.15,1109.0,87.2,East,medium
ST007,12,1,0,0,161.74,1140.3,94.94,East,medium
ST007,13,1,1,1,178.87,1154.5,113.21,East,medium
ST007,14,1,1,1,184.99,1209.4,110.45,East,medium
ST007,15,1,1,1,186.08,1165.8,102.97,East,medium
ST007,16,1,1,1,178.26,1160.2,115.97,East,medium
ST007,17,1,1,1,183.48,1182.1,123.19,East,medium
ST007,18,1,1,1,179.09,1212.4,105.81,East,medium
ST007,19,1,1,1,183.66,1187.5,123.13,East,medium
ST007,20,1,1,1,179.92,1191.1,118.05,East,medium
ST007,21,1,1,1,184.45,1288.4,128.49,East,medium
ST007,22,1,1,1,183.22,1232.9,122.21,East,medium
ST007,23,1,1,1,192.05,1368.2,134.38,East,medium
ST007,24,1,1,1,192.92,1370.0,133.15,East,medium
ST008,1,1,0,0,162.2,926.7,53.63,West,large
ST008,2,1,0,0,169.6,978.5,61.64,West,large
ST008,3,1,0,0,170.44,1007.9,65.28,West,large
ST008,4,1,0,0,177.28,1083.6,61.38,West,large
ST008,5,1,0,0,173.56,1015.5,73.53,West,large
ST008,6,1,0,0,168.21,1006.4,77.53,West,large
ST008,7,1,0,0,172.52,1084.4,71.43,West,large
ST008,8,1,0,0,168.84,1102.4,81.87,West,large
ST008,9,1,0,0,168.41,1036.6,85.74,West,large
ST008,10,1,0,0,172.57,1105.1,85.3,West,large
ST008,11,1,0,0,178.11,1157.3,89.14,West,large
ST008,12,1,0,0,180.73,1175.4,95.62,West,large
ST008,13,1,1,1,191.99,1196.6,94.98,West,large
ST008,14,1,1,1,196.57,1228.9,100.74,West,large
ST008,15,1,1,1,199.18,1180.9,111.23,West,large
ST008,16,1,1,1,203.31,1232.6,114.92,West,large
ST008,17,1,1,1,202.82,1295.6,110.81,West,large
ST008,18,1,1,1,204.75,1319.0,120.97,West,large
ST008,19,1,1,1,201.77,1264.0,123.5,West,large
ST008,20,1,1,1,199.91,1273.5,125.67,West,large
ST008,21,1,1,1,197.7,1312.1,120.87,West,large
ST008,22,1,1,1,208.95,1387.2,137.33,West,large
ST008,23,1,1,1,213.03,1411.2,140.18,West,large
ST008,24,1,1,1,207.32,1344.3,128.06,West,large
ST009,1,1,0,0,137.04,943.2,53.99,North,small
ST009,2,1,0,0,134.33,832.9,59.21,North,small
ST009,3,1,0,0,140.35,911.7,66.73,North,small
ST009,4,1,0,0,142.37,933.0,67.43,North,small
ST009,5,1,0,0,139.43,934.5,65.59,North,small
ST009,6,1,0,0,140.7,969.3,75.22,North,small
ST009,7,1,0,0,141.58,975.9,91.68,North,small
ST009,8,1,0,0,134.91,977.4,73.56,North,small
ST009,9,1,0,0,138.97,995.2,77.27,North,small
ST009,10,1,0,0,147.92,1095.6,89.38,North,small
ST009,11,1,0,0,142.61,1003.8,86.82,North,small
ST009,12,1,0,0,152.36,1054.9,95.2,North,small
ST009,13,1,1,1,161.3,1115.9,98.53,North,small
ST009,14,1,1,1,165.75,1077.1,104.51,North,small
ST009,15,1,1,1,170.07,1123.4,115.7,North,small
ST009,16,1,1,1,174.81,1141.5,115.02,North,small
ST009,17,1,1,1,171.1,1172.8,111.18,North,small
ST009,18,1,1,1,178.59,1236.4,115.42,North,small
ST009,19,1,1,1,169.89,1168.8,119.36,North,small
ST009,20,1,1,1,168.0,1176.5,115.49,North,small
ST009,21,1,1,1,171.72,1295.2,127.78,North,small
ST009,22,1,1,1,173.35,1267.8,134.89,North,small
ST009,23,1,1,1,176.62,1286.8,132.42,North,small
ST009,24,1,1,1,177.9,1266.7,137.74,North,small
ST010,1,1,0,0,132.58,804.1,60.07,South,small
ST010,2,1,0,0,142.92,891.5,66.41,South,small
ST010,3,1,0,0,145.7,960.7,53.48,South,small
ST010,4,1,0,0,146.69,976.8,68.07,South,small
ST010,5,1,0,0,142.17,894.3,66.93,South,small
ST010,6,1,0,0,142.15,927.4,74.29,South,small
ST010,7,1,0,0,139.7,991.2,70.7,South,small
ST010,8,1,0,0,140.58,962.1,75.16,South,small
ST010,9,1,0,0,142.6,1002.9,80.18,South,small
ST010,10,1,0,0,147.38,1022.7,90.11,South,small
ST010,11,1,0,0,149.72,1054.0,80.6,South,small
ST010,12,1,0,0,150.27,1067.8,93.5,South,small
ST010,13,1,1,1,169.6,1132.1,104.58,South,small
ST010,14,1,1,1,169.86,1118.7,104.33,South,small
ST010,15,1,1,1,174.55,1145.4,109.91,South,small
ST010,16,1,1,1,171.36,1113.4,113.55,South,small
ST010,17,1,1,1,177.68,1178.8,109.0,South,small
ST010,18,1,1,1,172.86,1172.5,119.88,South,small
ST010,19,1,1,1,174.52,1186.3,125.92,South,small
ST010,20,1,1,1,169.72,1206.2,119.78,South,small
ST010,21,1,1,1,172.54,1238.9,126.62,South,small
ST010,22,1,1,1,171.75,1235.4,126.53,South,small
ST010,23,1,1,1,177.84,1272.7,130.07,South,small
ST010,24,1,1,1,180.56,1310.0,129.2,South,small
ST011,1,1,0,0,137.33,877.5,60.45,East,small
ST011,2,1,0,0,133.83,836.0,57.16,East,small
ST011,3,1,0,0,142.28,901.7,67.62,East,small
ST011,4,1,0,0,141.43,914.0,68.16,East,small
ST011,5,1,0,0,142.8,939.5,63.86,East,small
ST011,6,1,0,0,140.37,973.9,74.0,East,small
ST011,7,1,0,0,141.24,951.5,72.27,East,small
ST011,8,1,0,0,136.19,975.6,71.9,East,small
ST011,9,1,0,0,138.8,1035.1,79.61,East,small
ST011,10,1,0,0,139.83,1025.8,78.02,East,small
ST011,11,1,0,0,147.33,1029.5,86.03,East,small
ST011,12,1,0,0,149.58,1049.3,81.39,East,small
ST011,13,1,1,1,168.11,1139.6,99.5,East,small
ST011,14,1,1,1,166.27,1104.0,98.24,East,small
ST011,15,1,1,1,169.2,1120.2,111.16,East,small
ST011,16,1,1,1,173.53,1113.2,109.58,East,small
ST011,17,1,1,1,172.85,1161.1,116.9,East,small
ST011,18,1,1,1,166.69,1136.0,110.81,East,small
ST011,19,1,1,1,166.67,1180.4,114.89,East,small
ST011,20,1,1,1,171.09,1225.3,120.38,East,small
ST011,21,1,1,1,172.2,1251.4,126.51,East,small
ST011,22,1,1,1,173.14,1251.7,129.41,East,small
ST011,23,1,1,1,178.22,1298.7,124.3,East,small
ST011,24,1,1,1,180.21,1236.4,133.41,East,small
ST012,1,1,0,0,129.12,867.1,42.18,West,small
ST012,2,1,0,0,137.28,906.1,59.84,West,small
ST012,3,1,0,0,141.54,938.5,68.03,West,small
ST012,4,1,0,0,140.79,935.3,62.38,West,small
ST012,5,1,0,0,142.02,943.8,64.22,West,small
ST012,6,1,0,0,138.23,945.0,77.04,West,small
ST012,7,1,0,0,138.63,967.9,86.29,West,small
ST012,8,1,0,0,138.36,969.8,86.0,West,small
ST012,9,1,0,0,135.16,943.7,75.47,West,small
ST012,10,1,0,0,137.58,968.9,81.39,West,small
ST012,11,1,0,0,143.23,1006.0,88.96,West,small
ST012,12,1,0,0,148.59,1050.2,93.0,West,small
ST012,13,1,1,1,158.24,1089.0,95.63,West,small
ST012,14,1,1,1,167.81,1094.4,109.4,West,small
ST012,15,1,1,1,168.32,1070.6,111.48,West,small
ST012,16,1,1,1,165.36,1089.4,118.89,West,small
ST012,17,1,1,1,167.73,1139.3,113.53,West,small
ST012,18,1,1,1,165.87,1154.5,119.39,West,small
ST012,19,1,1,1,163.79,1123.7,113.35,West,small
ST012,20,1,1,1,166.83,1194.8,122.11,West,small
ST012,21,1,1,1,163.69,1236.0,129.14,West,small
ST012,22,1,1,1,169.95,1246.8,133.6,West,small
ST012,23,1,1,1,173.41,1263.3,135.13,West,small
ST012,24,1,1,1,176.91,1312.2,130.55,West,small
ST013,1,1,0,0,162.76,917.3,69.82,North,large
ST013,2,1,0,0,163.86,954.1,60.64,North,large
ST013,3,1,0,0,172.33,1037.6,62.98,North,large
ST013,4,1,0,0,167.64,1028.8,66.31,North,large
ST013,5,1,0,0,165.29,1010.9,68.65,North,large
ST013,6,1,0,0,169.97,1030.1,80.41,North,large
ST013,7,1,0,0,170.27,1107.7,74.07,North,large
ST013,8,1,0,0,168.3,1100.6,80.08,North,large
ST013,9,1,0,0,171.46,1139.5,91.37,North,large
ST013,10,1,0,0,168.49,1072.9,81.08,North,large
ST013,11,1,0,0,174.18,1132.7,96.1,North,large
ST013,12,1,0,0,178.32,1147.8,92.16,North,large
ST013,13,1,1,1,187.16,1158.9,101.42,North,large
ST013,14,1,1,1,197.19,1172.5,109.71,North,large
ST013,15,1,1,1,195.75,1168.7,100.85,North,large
ST013,16,1,1,1,197.11,1217.5,111.81,North,large
ST013,17,1,1,1,195.26,1276.7,107.06,North,large
ST013,18,1,1,1,199.41,1278.4,112.75,North,large
ST013,19,1,1,1,197.11,1286.0,115.24,North,large
ST013,20,1,1,1,197.77,1265.4,123.16,North,large
ST013,21,1,1,1,198.94,1324.1,125.37,North,large
ST013,22,1,1,1,202.27,1316.8,125.0,North,large
ST013,23,1,1,1,201.05,1271.3,136.45,North,large
ST013,24,1,1,1,208.04,1327.1,136.7,North,large
ST014,1,1,0,0,133.78,835.8,50.44,South,small
ST014,2,1,0,0,142.55,917.1,56.26,South,small
ST014,3,1,0,0,142.15,910.3,61.87,South,small
ST014,4,1,0,0,144.58,934.1,67.29,South,small
ST014,5,1,0,0,142.43,984.6,64.48,South,small
ST014,6,1,0,0,142.67,927.2,71.33,South,small
ST014,7,1,0,0,135.53,938.8,74.99,South,small
ST014,8,1,0,0,144.24,1013.2,79.65,South,small
ST014,9,1,0,0,143.53,994.0,85.57,South,small
ST014,10,1,0,0,145.6,1037.5,96.79,South,small
ST014,11,1,0,0,151.41,1073.3,91.96,South,small
ST014,12,1,0,0,152.1,1046.2,88.02,South,small
ST014,13,1,1,1,170.62,1106.4,106.88,South,small
ST014,14,1,1,1,169.97,1143.9,98.1,South,small
ST014,15,1,1,1,170.91,1069.4,107.51,South,small
ST014,16,1,1,1,172.39,1113.9,110.99,South,small
ST014,17,1,1,1,170.72,1107.7,110.56,South,small
ST014,18,1,1,1,173.41,1198.8,120.31,South,small
ST014,19,1,1,1,173.74,1197.2,116.03,South,small
ST014,20,1,1,1,171.92,1211.4,116.49,South,small
ST014,21,1,1,1,168.54,1205.9,116.57,South,small
ST014,22,1,1,1,176.44,1278.7,130.98,South,small
ST014,23,1,1,1,174.27,1284.5,131.77,South,small
ST014,24,1,1,1,181.03,1284.3,126.82,South,small
ST015,1,1,0,0,134.37,883.0,65.12,East,medium
ST015,2,1,0,0,136.73,923.5,65.97,East,medium
ST015,3,1,0,0,147.78,920.6,73.0,East,medium
ST015,4,1,0,0,144.02,959.6,63.51,East,medium
ST015,5,1,0,0,144.41,1003.7,65.89,East,medium
ST015,6,1,0,0,143.07,978.9,73.93,East,medium
ST015,7,1,0,0,141.68,981.0,85.87,East,medium
ST015,8,1,0,0,141.19,996.5,78.42,East,medium
ST015,9,1,0,0,144.82,1014.6,77.2,East,medium
ST015,10,1,0,0,142.5,1069.9,80.68,East,medium
ST015,11,1,0,0,147.58,1102.1,84.52,East,medium
ST015,12,1,0,0,153.06,1089.8,84.8,East,medium
ST015,13,1,1,1,164.33,1087.3,101.19,East,medium
ST015,14,1,1,1,167.28,1113.5,107.31,East,medium
ST015,15,1,1,1,173.76,1118.9,101.49,East,medium
ST015,16,1,1,1,170.36,1108.0,117.59,East,medium
ST015,17,1,1,1,169.96,1138.8,115.19,East,medium
ST015,18,1,1,1,170.22,1135.3,119.83,East,medium
ST015,19,1,1,1,165.32,1173.4,114.99,East,medium
ST015,20,1,1,1,167.05,1185.7,121.91,East,medium
ST015,21,1,1,1,171.27,1214.0,121.39,East,medium
ST015,22,1,1,1,172.83,1249.1,130.01,East,medium
ST015,23,1,1,1,178.27,1246.7,132.48,East,medium
ST015,24,1,1,1,181.36,1239.1,133.69,East,medium
ST016,1,1,0,0,134.92,824.0,63.96,West,small
ST016,2,1,0,0,139.29,918.6,60.76,West,small
ST016,3,1,0,0,142.31,927.7,65.29,West,small
ST016,4,1,0,0,140.66,906.8,64.39,West,small
ST016,5,1,0,0,140.26,930.5,76.42,West,small
ST016,6,1,0,0,138.75,956.6,77.93,West,small
ST016,7,1,0,0,140.43,947.7,69.21,West,small
ST016,8,1,0,0,142.75,970.6,72.61,West,small
ST016,9,1,0,0,140.47,1053.8,77.4,West,small
ST016,10,1,0,0,143.27,1024.7,82.74,West,small
ST016,11,1,0,0,146.2,1022.2,94.39,West,small
ST016,12,1,0,0,151.66,1071.6,83.2,West,small
ST016,13,1,1,1,166.23,1092.3,106.02,West,small
ST016,14,1,1,1,169.41,1107.4,109.26,West,small
ST016,15,1,1,1,168.44,1082.2,106.62,West,small
ST016,16,1,1,1,174.0,1170.1,109.31,West,small
ST016,17,1,1,1,171.35,1155.1,114.01,West,small
ST016,18,1,1,1,170.67,1173.1,125.08,West,small
ST016,19,1,1,1,168.01,1212.8,118.89,West,small
ST016,20,1,1,1,168.6,1184.0,116.01,West,small
ST016,21,1,1,1,167.79,1188.3,129.26,West,small
ST016,22,1,1,1,178.82,1248.2,136.82,West,small
ST016,23,1,1,1,181.76,1309.2,136.55,West,small
ST016,24,1,1,1,181.43,1278.9,132.84,West,small
ST017,1,1,0,0,147.54,911.6,51.68,North,medium
ST017,2,1,0,0,155.78,983.2,68.88,North,medium
ST017,3,1,0,0,159.65,988.6,72.27,North,medium
ST017,4,1,0,0,152.65,928.3,70.23,North,medium
ST017,5,1,0,0,156.5,986.0,73.76,North,medium
ST017,6,1,0,0,159.13,983.6,78.3,North,medium
ST017,7,1,0,0,156.61,1050.5,78.66,North,medium
ST017,8,1,0,0,154.33,1074.1,75.11,North,medium
ST017,9,1,0,0,157.38,1079.1,75.2,North,medium
ST017,10,1,0,0,158.68,1045.3,85.19,North,medium
ST017,11,1,0,0,162.42,1101.9,88.42,North,medium
ST017,12,1,0,0,164.28,1074.8,86.1,North,medium
ST017,13,1,1,1,178.83,1132.2,108.75,North,medium
ST017,14,1,1,1,185.03,1171.7,98.95,North,medium
ST017,15,1,1,1,187.27,1124.1,100.56,North,medium
ST017,16,1,1,1,189.18,1178.5,107.05,North,medium
ST017,17,1,1,1,183.58,1153.0,113.34,North,medium
ST017,18,1,1,1,190.72,1251.8,123.33,North,medium
ST017,19,1,1,1,188.7,1288.8,113.75,North,medium
ST017,20,1,1,1,185.29,1231.9,113.35,North,medium
ST017,21,1,1,1,183.8,1327.7,122.67,North,medium
ST017,22,1,1,1,186.92,1265.5,121.76,North,medium
ST017,23,1,1,1,196.02,1321.7,134.8,North,medium
ST017,24,1,1,1,195.1,1336.8,141.49,North,medium
ST018,1,1,0,0,155.45,936.6,61.6,South,medium
ST018,2,1,0,0,154.1,934.5,52.53,South,medium
ST018,3,1,0,0,157.36,942.3,63.3,South,medium
ST018,4,1,0,0,158.95,940.8,72.09,South,medium
ST018,5,1,0,0,160.52,995.9,72.01,South,medium
ST018,6,1,0,0,159.17,1038.3,77.71,South,medium
ST018,7,1,0,0,159.21,1041.3,74.56,South,medium
ST018,8,1,0,0,160.13,1053.3,74.54,South,medium
ST018,9,1,0,0,156.81,1078.7,85.62,South,medium
ST018,10,1,0,0,161.62,1129.8,87.7,South,medium
ST018,11,1,0,0,171.6,1161.5,89.05,South,medium
ST018,12,1,0,0,167.83,1132.1,96.56,South,medium
ST018,13,1,1,1,183.33,1172.1,101.2,South,medium
ST018,14,1,1,1,186.8,1172.7,113.3,South,medium
ST018,15,1,1,1,181.88,1135.4,100.28,South,medium
ST018,16,1,1,1,187.88,1158.6,107.17,South,medium
ST018,17,1,1,1,195.12,1205.5,113.49,South,medium
ST018,18,1,1,1,187.62,1232.0,112.62,South,medium
ST018,19,1,1,1,190.06,1268.6,114.81,South,medium
ST018,20,1,1,1,183.7,1233.0,117.2,South,medium
ST018,21,1,1,1,186.88,1311.9,116.22,South,medium
ST018,22,1,1,1,187.81,1267.9,123.11,South,medium
ST018,23,1,1,1,193.21,1284.9,137.5,South,medium
ST018,24,1,1,1,196.1,1299.3,126.12,South,medium
ST019,1,1,0,0,134.94,842.2,55.66,East,medium
ST019,2,1,0,0,137.8,834.3,65.46,East,medium
ST019,3,1,0,0,137.81,917.9,60.17,East,medium
ST019,4,1,0,0,141.98,916.4,64.77,East,medium
ST019,5,1,0,0,141.0,952.0,62.71,East,medium
ST019,6,1,0,0,133.29,903.9,73.36,East,medium
ST019,7,1,0,0,144.94,1045.1,73.73,East,medium
ST019,8,1,0,0,144.02,1008.0,81.56,East,medium
ST019,9,1,0,0,137.53,1008.7,71.28,East,medium
ST019,10,1,0,0,144.74,1022.9,83.51,East,medium
ST019,11,1,0,0,148.32,1093.7,89.54,East,medium
ST019,12,1,0,0,149.54,1104.4,94.24,East,medium
ST019,13,1,1,1,169.34,1111.0,99.63,East,medium
ST019,14,1,1,1,167.79,1121.0,106.5,East,medium
ST019,15,1,1,1,170.8,1091.4,110.11,East,medium
ST019,16,1,1,1,171.01,1154.1,107.17,East,medium
ST019,17,1,1,1,170.45,1162.0,117.61,East,medium
ST019,18,1,1,1,168.33,1156.4,114.34,East,medium
ST019,19,1,1,1,165.37,1192.0,124.58,East,medium
ST019,20,1,1,1,169.81,1196.7,127.79,East,medium
ST019,21,1,1,1,170.26,1238.2,134.13,East,medium
ST019,22,1,1,1,172.85,1255.6,125.06,East,medium
ST019,23,1,1,1,180.55,1258.7,145.11,East,medium
ST019,24,1,1,1,177.79,1247.9,130.01,East,medium
ST020,1,1,0,0,153.48,923.9,54.11,West,large
ST020,2,1,0,0,155.26,916.4,60.25,West,large
ST020,3,1,0,0,157.63,951.1,67.82,West,large
ST020,4,1,0,0,160.91,923.2,68.04,West,large
ST020,5,1,0,0,164.14,978.8,74.16,West,large
ST020,6,1,0,0,157.25,1070.2,70.77,West,large
ST020,7,1,0,0,158.57,1027.2,75.31,West,large
ST020,8,1,0,0,157.39,1025.0,76.7,West,large
ST020,9,1,0,0,153.22,1021.0,71.08,West,large
ST020,10,1,0,0,164.27,1088.0,88.89,West,large
ST020,11,1,0,0,166.98,1132.9,91.52,West,large
ST020,12,1,0,0,168.09,1147.9,86.16,West,large
ST020,13,1,1,1,181.96,1111.5,94.71,West,large
ST020,14,1,1,1,189.13,1174.1,108.08,West,large
ST020,15,1,1,1,184.07,1174.5,103.59,West,large
ST020,16,1,1,1,191.84,1229.0,114.31,West,large
ST020,17,1,1,1,192.13,1215.9,117.28,West,large
ST020,18,1,1,1,191.82,1282.2,118.91,West,large
ST020,19,1,1,1,184.9,1232.5,118.18,West,large
ST020,20,1,1,1,187.78,1287.3,123.21,West,large
